GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06000104055004","2005-2009",,,"California","06","Alameda County","001",,,"405500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4055, Alameda County, California",729
"G06000104056001","2005-2009",,,"California","06","Alameda County","001",,,"405600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4056, Alameda County, California",231
"G06000104056002","2005-2009",,,"California","06","Alameda County","001",,,"405600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4056, Alameda County, California",466
"G06000104056003","2005-2009",,,"California","06","Alameda County","001",,,"405600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4056, Alameda County, California",823
"G06000104057001","2005-2009",,,"California","06","Alameda County","001",,,"405700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4057, Alameda County, California",542
"G06000104057002","2005-2009",,,"California","06","Alameda County","001",,,"405700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4057, Alameda County, California",434
"G06000104057003","2005-2009",,,"California","06","Alameda County","001",,,"405700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4057, Alameda County, California",542
"G06000104058001","2005-2009",,,"California","06","Alameda County","001",,,"405800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4058, Alameda County, California",412
"G06000104058002","2005-2009",,,"California","06","Alameda County","001",,,"405800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4058, Alameda County, California",252
"G06000104058003","2005-2009",,,"California","06","Alameda County","001",,,"405800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4058, Alameda County, California",512
"G06000104058004","2005-2009",,,"California","06","Alameda County","001",,,"405800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4058, Alameda County, California",284
"G06000104059001","2005-2009",,,"California","06","Alameda County","001",,,"405900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4059, Alameda County, California",529
"G06000104059002","2005-2009",,,"California","06","Alameda County","001",,,"405900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4059, Alameda County, California",327
"G06000104059003","2005-2009",,,"California","06","Alameda County","001",,,"405900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4059, Alameda County, California",407
"G06000104059004","2005-2009",,,"California","06","Alameda County","001",,,"405900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4059, Alameda County, California",355
"G06000104059005","2005-2009",,,"California","06","Alameda County","001",,,"405900","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4059, Alameda County, California",185
"G06000104059006","2005-2009",,,"California","06","Alameda County","001",,,"405900","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4059, Alameda County, California",460
"G06000104060001","2005-2009",,,"California","06","Alameda County","001",,,"406000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4060, Alameda County, California",368
"G06000104060002","2005-2009",,,"California","06","Alameda County","001",,,"406000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4060, Alameda County, California",343
"G06000104060003","2005-2009",,,"California","06","Alameda County","001",,,"406000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4060, Alameda County, California",877
"G06000104061001","2005-2009",,,"California","06","Alameda County","001",,,"406100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4061, Alameda County, California",379
"G06000104061002","2005-2009",,,"California","06","Alameda County","001",,,"406100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4061, Alameda County, California",295
"G06000104061003","2005-2009",,,"California","06","Alameda County","001",,,"406100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4061, Alameda County, California",398
"G06000104061004","2005-2009",,,"California","06","Alameda County","001",,,"406100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4061, Alameda County, California",508
"G06000104062011","2005-2009",,,"California","06","Alameda County","001",,,"406201","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4062.01, Alameda County, California",300
"G06000104062012","2005-2009",,,"California","06","Alameda County","001",,,"406201","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4062.01, Alameda County, California",445
"G06000104062013","2005-2009",,,"California","06","Alameda County","001",,,"406201","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4062.01, Alameda County, California",435
"G06000104062014","2005-2009",,,"California","06","Alameda County","001",,,"406201","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4062.01, Alameda County, California",474
"G06000104062021","2005-2009",,,"California","06","Alameda County","001",,,"406202","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4062.02, Alameda County, California",679
"G06000104062022","2005-2009",,,"California","06","Alameda County","001",,,"406202","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4062.02, Alameda County, California",709
"G06000104063001","2005-2009",,,"California","06","Alameda County","001",,,"406300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4063, Alameda County, California",455
"G06000104063002","2005-2009",,,"California","06","Alameda County","001",,,"406300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4063, Alameda County, California",335
"G06000104063003","2005-2009",,,"California","06","Alameda County","001",,,"406300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4063, Alameda County, California",259
"G06000104063004","2005-2009",,,"California","06","Alameda County","001",,,"406300","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4063, Alameda County, California",350
"G06000104064001","2005-2009",,,"California","06","Alameda County","001",,,"406400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4064, Alameda County, California",240
"G06000104064002","2005-2009",,,"California","06","Alameda County","001",,,"406400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4064, Alameda County, California",525
"G06000104065001","2005-2009",,,"California","06","Alameda County","001",,,"406500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4065, Alameda County, California",227
"G06000104065002","2005-2009",,,"California","06","Alameda County","001",,,"406500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4065, Alameda County, California",583
"G06000104065003","2005-2009",,,"California","06","Alameda County","001",,,"406500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4065, Alameda County, California",406
"G06000104065004","2005-2009",,,"California","06","Alameda County","001",,,"406500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4065, Alameda County, California",924
"G06000104066001","2005-2009",,,"California","06","Alameda County","001",,,"406600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4066, Alameda County, California",483
"G06000104066002","2005-2009",,,"California","06","Alameda County","001",,,"406600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4066, Alameda County, California",420
"G06000104066003","2005-2009",,,"California","06","Alameda County","001",,,"406600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4066, Alameda County, California",612
"G06000104066004","2005-2009",,,"California","06","Alameda County","001",,,"406600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4066, Alameda County, California",448
"G06000104066005","2005-2009",,,"California","06","Alameda County","001",,,"406600","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4066, Alameda County, California",342
"G06000104066006","2005-2009",,,"California","06","Alameda County","001",,,"406600","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4066, Alameda County, California",659
"G06000104067001","2005-2009",,,"California","06","Alameda County","001",,,"406700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4067, Alameda County, California",606
"G06000104067002","2005-2009",,,"California","06","Alameda County","001",,,"406700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4067, Alameda County, California",311
"G06000104067003","2005-2009",,,"California","06","Alameda County","001",,,"406700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4067, Alameda County, California",786
"G06000104067004","2005-2009",,,"California","06","Alameda County","001",,,"406700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4067, Alameda County, California",332
"G06000104067005","2005-2009",,,"California","06","Alameda County","001",,,"406700","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4067, Alameda County, California",370
"G06000104068001","2005-2009",,,"California","06","Alameda County","001",,,"406800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4068, Alameda County, California",317
"G06000104068002","2005-2009",,,"California","06","Alameda County","001",,,"406800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4068, Alameda County, California",265
"G06000104068003","2005-2009",,,"California","06","Alameda County","001",,,"406800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4068, Alameda County, California",486
"G06000104068004","2005-2009",,,"California","06","Alameda County","001",,,"406800","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4068, Alameda County, California",470
"G06000104069001","2005-2009",,,"California","06","Alameda County","001",,,"406900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4069, Alameda County, California",401
"G06000104069002","2005-2009",,,"California","06","Alameda County","001",,,"406900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4069, Alameda County, California",442
"G06000104069003","2005-2009",,,"California","06","Alameda County","001",,,"406900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4069, Alameda County, California",811
"G06000104070001","2005-2009",,,"California","06","Alameda County","001",,,"407000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4070, Alameda County, California",526
"G06000104070002","2005-2009",,,"California","06","Alameda County","001",,,"407000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4070, Alameda County, California",287
"G06000104070003","2005-2009",,,"California","06","Alameda County","001",,,"407000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4070, Alameda County, California",448
"G06000104070004","2005-2009",,,"California","06","Alameda County","001",,,"407000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4070, Alameda County, California",635
"G06000104070005","2005-2009",,,"California","06","Alameda County","001",,,"407000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4070, Alameda County, California",480
"G06000104071001","2005-2009",,,"California","06","Alameda County","001",,,"407100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4071, Alameda County, California",609
"G06000104071002","2005-2009",,,"California","06","Alameda County","001",,,"407100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4071, Alameda County, California",285
"G06000104071003","2005-2009",,,"California","06","Alameda County","001",,,"407100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4071, Alameda County, California",333
"G06000104071004","2005-2009",,,"California","06","Alameda County","001",,,"407100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4071, Alameda County, California",233
"G06000104071005","2005-2009",,,"California","06","Alameda County","001",,,"407100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4071, Alameda County, California",659
"G06000104071006","2005-2009",,,"California","06","Alameda County","001",,,"407100","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4071, Alameda County, California",446
"G06000104072001","2005-2009",,,"California","06","Alameda County","001",,,"407200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4072, Alameda County, California",362
"G06000104072002","2005-2009",,,"California","06","Alameda County","001",,,"407200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4072, Alameda County, California",557
"G06000104072003","2005-2009",,,"California","06","Alameda County","001",,,"407200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4072, Alameda County, California",389
"G06000104072004","2005-2009",,,"California","06","Alameda County","001",,,"407200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4072, Alameda County, California",607
"G06000104073001","2005-2009",,,"California","06","Alameda County","001",,,"407300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4073, Alameda County, California",436
"G06000104073002","2005-2009",,,"California","06","Alameda County","001",,,"407300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4073, Alameda County, California",389
"G06000104074001","2005-2009",,,"California","06","Alameda County","001",,,"407400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4074, Alameda County, California",419
"G06000104074002","2005-2009",,,"California","06","Alameda County","001",,,"407400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4074, Alameda County, California",531
"G06000104074003","2005-2009",,,"California","06","Alameda County","001",,,"407400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4074, Alameda County, California",309
"G06000104075001","2005-2009",,,"California","06","Alameda County","001",,,"407500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4075, Alameda County, California",378
"G06000104075002","2005-2009",,,"California","06","Alameda County","001",,,"407500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4075, Alameda County, California",635
"G06000104075003","2005-2009",,,"California","06","Alameda County","001",,,"407500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4075, Alameda County, California",446
"G06000104076001","2005-2009",,,"California","06","Alameda County","001",,,"407600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4076, Alameda County, California",538
"G06000104076002","2005-2009",,,"California","06","Alameda County","001",,,"407600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4076, Alameda County, California",378
"G06000104076003","2005-2009",,,"California","06","Alameda County","001",,,"407600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4076, Alameda County, California",614
"G06000104076004","2005-2009",,,"California","06","Alameda County","001",,,"407600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4076, Alameda County, California",621
"G06000104076005","2005-2009",,,"California","06","Alameda County","001",,,"407600","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4076, Alameda County, California",281
"G06000104077001","2005-2009",,,"California","06","Alameda County","001",,,"407700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4077, Alameda County, California",663
"G06000104077002","2005-2009",,,"California","06","Alameda County","001",,,"407700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4077, Alameda County, California",511
"G06000104077003","2005-2009",,,"California","06","Alameda County","001",,,"407700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4077, Alameda County, California",371
"G06000104077004","2005-2009",,,"California","06","Alameda County","001",,,"407700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4077, Alameda County, California",394
"G06000104078001","2005-2009",,,"California","06","Alameda County","001",,,"407800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4078, Alameda County, California",10
"G06000104078002","2005-2009",,,"California","06","Alameda County","001",,,"407800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4078, Alameda County, California",425
"G06000104078003","2005-2009",,,"California","06","Alameda County","001",,,"407800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4078, Alameda County, California",430
"G06000104079001","2005-2009",,,"California","06","Alameda County","001",,,"407900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4079, Alameda County, California",382
"G06000104079002","2005-2009",,,"California","06","Alameda County","001",,,"407900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4079, Alameda County, California",375
